Year,Company,Drive_ID,Drive_Mode,Eligible_Branches,Students_Eligible,Students_Applied,Students_Shortlisted,Students_Selected
2023,Maharaj and Sons,f7c069d1-4f2b-429a-93d0-f26d73f1d29b,Online,"Mechanical Engineering – Mechatronics,CSE – Artificial Intelligence & Machine Learning,Computer Science & Engineering – Data Science,Mechanical Engineering,EEE – Electric Vehicles / Microgrid Technologies",1084,225,388,52
2023,"Sharaf, Venkatesh and Madan",ec39c68d-a9cd-46c4-88ef-d6966cb538c7,Offline,"Mechanical Engineering – Robotics,Computer Engineering – Software Engineering,CSE – Artificial Intelligence,Computer Science & Business Systems,Civil Engineering – Construction Technology",1374,828,92,76
2023,Gade-Biswas,f4d56a6d-7028-42ea-9590-785a4b6ea09b,Online,"CSE – Internet of Things (IoT),ECE – VLSI Design & Technology,CSE – Cyber Physical Systems,EEE – Electric Vehicles / Microgrid Technologies,Electronics & Communication Engineering (ECE)",1042,1224,146,181
2023,Nayar-Puri,bb4c4cd0-b54a-4e83-aac0-e17af09cc915,Offline,"Civil Engineering – Environmental Geotechnology,Computer Science & Business Systems,CSE – Blockchain Technology,Civil Engineering,ECE – VLSI Design & Technology",457,288,269,59
2023,"Rana, Jhaveri and Vasa",58500fec-3805-45bb-a597-98c863e162d0,Online,"Civil Engineering – Environmental Geotechnology,CSE – Internet of Things (IoT),ECE – VLSI Design & Technology,CSE – Artificial Intelligence,Computer Engineering – Software Engineering",626,648,453,131
2023,Nayak Group,4967bea2-2deb-4452-a4d8-f41c65b34a86,Online,"Computer Science & Engineering – Data Science,Mechanical Engineering,Electronics & Communication Engineering (ECE),CSE – Blockchain Technology,CSE – AI-Driven DevOps",1404,1362,159,112
2023,Kari PLC,f0c58b46-bcde-4323-8399-68260ede7cc6,Online,"EEE – Electric Vehicles / Microgrid Technologies,Mechanical Engineering,Civil Engineering – Environmental Geotechnology,Civil Engineering,CSE – AI-Driven DevOps",1259,339,185,105
2023,Kari Group,2ac80641-d32f-4d1c-ad8f-d7b2d1a3722e,Online,"CSE – Artificial Intelligence & Data Engineering,Computer Science & Engineering – Data Science,CSE – Mobile Applications & Cloud Technology,CSE – Cloud Technology & Information Security,ECE – Robotics",741,1497,119,82
2023,"Dewan, Wadhwa and Arya",a574a5e7-98a4-4933-ba68-1c1ce141862a,Offline,"Mechanical Engineering – Mechatronics,ECE – Robotics,CSE – Artificial Intelligence & Machine Learning,CSE – Cyber Physical Systems,Mechanical Engineering – Robotics",888,1025,254,96
2023,Karnik LLC,687534c6-669b-4f14-b53e-c812d4e28cd4,Online,"Computer Science & Engineering (CSE),CSE – Internet of Things (IoT),Computer Engineering – Software Engineering,Electrical & Electronics Engineering (EEE),Computer Science & Engineering – Data Science",897,1440,65,166
2023,Balan PLC,6e5986ec-fcb1-45d5-8ff6-6394a774ae6f,Offline,"Computer Engineering – Software Engineering,Electrical & Electronics Engineering (EEE),CSE – AI-Driven DevOps,CSE – Mobile Applications & Cloud Technology,CSE – Cyber Physical Systems",1635,1327,127,46
2023,Dua-Mitra,0ce93e0e-799d-4696-bcbc-66e4bbb991ef,Online,"CSE – Internet of Things (IoT),Computer Science & Business Systems,Civil Engineering,CSE – Cyber Physical Systems,Civil Engineering – Environmental Geotechnology",549,440,306,177
2023,"Taneja, Lalla and Baral",5076ba9c-f52e-41ea-9564-7b483c9dc84f,Offline,"Mechanical Engineering,Computer Science & Engineering – Data Science,Civil Engineering – Environmental Geotechnology,EEE – Electric Vehicles / Microgrid Technologies,ECE – VLSI Design & Technology",1697,808,110,92
2023,Tandon Group,fe457df7-67f9-4ee0-a106-a48b5aa3726c,Offline,"CSE – AI-Driven DevOps,Mechanical Engineering,Computer Science & Engineering – Data Science,CSE – Cloud Technology & Information Security,CSE – Internet of Things (IoT)",1650,1448,377,35
2023,"Jani, Tank and De",f08ab5b7-9a3e-474a-97be-7cf49e9bcab8,Offline,"Mechanical Engineering,Computer Science & Engineering (CSE),Mechanical Engineering – Mechatronics,Electrical & Electronics Engineering (EEE),Computer Engineering – Software Engineering",823,631,339,164
2023,"Gole, Parekh and Vig",a8ae82a3-f5d2-4414-b5f6-d5c76afc1b82,Offline,"Computer Science & Business Systems,Mechanical Engineering,CSE – Cyber Physical Systems,Mechanical Engineering – Mechatronics,Electronics & Communication Engineering (ECE)",945,230,341,165
2023,"Borde, Choudhry and Bhagat",ab9865c5-8370-4c45-997b-a58c03dcb83b,Offline,"Computer Science & Business Systems,CSE – Mobile Applications & Cloud Technology,Civil Engineering – Construction Technology,CSE – AI-Driven DevOps,ECE – Robotics",1452,1021,327,171
2023,Mahajan-Bose,24efec3a-5b87-4425-a83d-417a8a76afd8,Online,"Electronics & Communication Engineering (ECE),Computer Science & Engineering – Data Science,ECE – VLSI Design & Technology,CSE – Artificial Intelligence & Machine Learning,CSE – Cyber Physical Systems",805,1179,61,62
2023,Golla PLC,d229b688-8aba-487c-980f-2181486ff169,Offline,"CSE – Artificial Intelligence,Civil Engineering – Construction Technology,Mechanical Engineering – Mechatronics,Civil Engineering,EEE – Electric Vehicles / Microgrid Technologies",663,838,283,7
2023,Bhagat-Tak,8a14793b-39d2-4ff4-badd-db69e6c40578,Offline,"ECE – VLSI Design & Technology,Electrical & Electronics Engineering (EEE),CSE – Cyber Physical Systems,Computer Science & Engineering – Data Science,Mechanical Engineering",1714,1031,172,166
2023,Dugal-Chakrabarti,defffd52-7f78-41c6-b57f-14320417295a,Offline,"Mechanical Engineering – Mechatronics,EEE – Electric Vehicles / Microgrid Technologies,CSE – Artificial Intelligence & Machine Learning,Electronics & Communication Engineering (ECE),CSE – AI-Driven DevOps",1518,1235,124,81
2023,Balan Group,5f4eb9cf-b18e-4cba-a327-bbc0269586f7,Offline,"CSE – Internet of Things (IoT),CSE – Artificial Intelligence & Data Engineering,EEE – Electric Vehicles / Microgrid Technologies,Mechanical Engineering – Robotics,Computer Science & Engineering – Data Science",533,109,391,111
2023,"Cheema, Tella and Ram",24000068-8543-4cce-aab5-c8dca5070d1f,Offline,"ECE – Robotics,ECE – VLSI Design & Technology,Computer Engineering – Software Engineering,CSE – Artificial Intelligence,Computer Science & Engineering (CSE)",406,1371,394,19
2023,"Vohra, Ratta and Bora",c5d3c377-e7a7-4bdf-8420-3fede217a549,Online,"ECE – VLSI Design & Technology,CSE – Cyber Physical Systems,Mechanical Engineering – Robotics,Computer Science & Business Systems,Civil Engineering – Construction Technology",368,1228,351,5
2023,"Nagi, Oza and Gill",aca8e350-5fad-42e4-987a-a2f49a314979,Online,"Computer Science & Business Systems,CSE – AI-Driven DevOps,Civil Engineering – Construction Technology,ECE – Robotics,Electronics & Communication Engineering (ECE)",524,397,210,137
2023,Bhatti and Sons,e2736f02-2328-4949-878a-03478c6afe3a,Online,"CSE – Artificial Intelligence,Computer Science & Business Systems,Civil Engineering – Environmental Geotechnology,CSE – Mobile Applications & Cloud Technology,Mechanical Engineering – Robotics",529,1495,345,56
2023,"Acharya, Seth and Grewal",c5a887ca-85c6-4128-b34e-e38bdbd4213a,Offline,"EEE – Electric Vehicles / Microgrid Technologies,Computer Science & Engineering (CSE),Computer Engineering – Software Engineering,CSE – Artificial Intelligence & Data Engineering,Computer Science & Business Systems",474,570,484,52
2023,Patel Ltd,7dc760fd-ccfd-48ce-bd2d-304b37d0609f,Offline,"Civil Engineering,CSE – Artificial Intelligence,CSE – AI-Driven DevOps,Electronics & Communication Engineering (ECE),Mechanical Engineering – Robotics",1421,904,389,124
2023,Nagar and Sons,b37b3d19-1e21-442a-9f0e-0bbc705aa50c,Offline,"Mechanical Engineering – Robotics,CSE – Artificial Intelligence & Data Engineering,CSE – AI-Driven DevOps,Computer Science & Engineering (CSE),Electronics & Communication Engineering (ECE)",989,805,82,178
2023,"Kashyap, Pingle and Shroff",67d6bc17-182f-47ee-a291-238525ef98fc,Offline,"EEE – Electric Vehicles / Microgrid Technologies,CSE – Artificial Intelligence & Data Engineering,CSE – Blockchain Technology,CSE – Artificial Intelligence,Mechanical Engineering – Mechatronics",1145,920,314,100
2023,D’Alia Inc,5fe2bdb0-79d3-4176-b7e7-0c2abd971784,Offline,"CSE – Mobile Applications & Cloud Technology,Mechanical Engineering,CSE – Artificial Intelligence & Data Engineering,Computer Science & Engineering (CSE),CSE – Blockchain Technology",1583,1360,104,186
2023,"Bal, Loyal and Mitra",f0aa5908-066e-412e-b161-8fd0b1eb4ae2,Offline,"CSE – Internet of Things (IoT),Civil Engineering,Electronics & Communication Engineering (ECE),Computer Science & Engineering – Data Science,Mechanical Engineering",1128,122,129,44
2023,Sidhu and Sons,bc14c8bb-58e3-4861-9bc8-22909fa19e4e,Online,"CSE – Internet of Things (IoT),CSE – Cloud Technology & Information Security,Computer Science & Business Systems,Mechanical Engineering – Mechatronics,ECE – VLSI Design & Technology",1742,1146,295,43
2023,Sani and Sons,fd2852f4-3961-4a62-bd45-3c0ad973ca34,Offline,"Mechanical Engineering – Robotics,Computer Science & Business Systems,CSE – Cyber Physical Systems,Civil Engineering,Civil Engineering – Environmental Geotechnology",908,1216,374,195
2023,Butala Ltd,fb5d5a13-6c9c-4c74-a203-6a685694e2a6,Offline,"ECE – VLSI Design & Technology,Civil Engineering,Mechanical Engineering,EEE – Electric Vehicles / Microgrid Technologies,CSE – Blockchain Technology",584,657,393,73
2023,Sridhar-Thaker,eaf8b253-3d28-49d4-a9b6-1e19d03cdabd,Offline,"Civil Engineering – Environmental Geotechnology,CSE – Artificial Intelligence & Data Engineering,EEE – Electric Vehicles / Microgrid Technologies,Electronics & Communication Engineering (ECE),CSE – Mobile Applications & Cloud Technology",331,652,55,168
2023,Bhakta-Sastry,c8b21e1d-26f2-4a7f-b53a-2e3c599cfd26,Offline,"Civil Engineering,Computer Science & Business Systems,ECE – Robotics,CSE – Blockchain Technology,Civil Engineering – Environmental Geotechnology",1592,175,177,44
2023,Deep Inc,1cd344a8-9241-405e-bbb0-b2367419aeda,Offline,"Mechanical Engineering – Mechatronics,EEE – Electric Vehicles / Microgrid Technologies,CSE – Cyber Physical Systems,ECE – VLSI Design & Technology,Mechanical Engineering – Robotics",1551,127,190,192
2023,Ratta PLC,ad84bbf3-6583-46e1-8d13-cba98f9ad353,Online,"CSE – Artificial Intelligence & Machine Learning,Mechanical Engineering – Mechatronics,Computer Science & Engineering – Data Science,Electrical & Electronics Engineering (EEE),Mechanical Engineering – Robotics",620,1457,129,66
2023,Bawa and Sons,066465da-7941-4804-b6cc-0792575e5402,Offline,"CSE – Artificial Intelligence,Civil Engineering – Construction Technology,Computer Science & Business Systems,ECE – VLSI Design & Technology,Mechanical Engineering – Robotics",1592,969,161,74
2023,Divan and Sons,1de0a2ef-fe1d-41e3-be2c-9d3fd73823df,Online,"CSE – Internet of Things (IoT),CSE – Cloud Technology & Information Security,Computer Science & Engineering (CSE),CSE – Artificial Intelligence & Machine Learning,Computer Science & Engineering – Data Science",1221,1182,435,166
2023,"Puri, Luthra and Choudhury",a0c2e2b8-103f-40df-bdd2-d4ef1d605ede,Online,"Civil Engineering – Environmental Geotechnology,CSE – Mobile Applications & Cloud Technology,ECE – Robotics,CSE – Artificial Intelligence & Data Engineering,CSE – Artificial Intelligence & Machine Learning",1089,206,119,145
2023,Borra-Mahal,d7cc1012-beb5-4a3d-a7a3-a90e49fefc8a,Offline,"CSE – Cyber Physical Systems,CSE – AI-Driven DevOps,CSE – Cloud Technology & Information Security,Civil Engineering – Construction Technology,ECE – Robotics",512,674,315,52
2023,"Hayre, Bassi and Khurana",623adfb2-7052-4aa0-89de-d183ed017a7f,Offline,"CSE – Artificial Intelligence & Data Engineering,CSE – Artificial Intelligence & Machine Learning,Civil Engineering,Electrical & Electronics Engineering (EEE),CSE – AI-Driven DevOps",1422,148,300,32
2023,Grover-Patla,6d4bf345-9a50-4785-b3e8-7136afdc3a99,Online,"Mechanical Engineering – Robotics,CSE – Artificial Intelligence & Data Engineering,ECE – Robotics,EEE – Electric Vehicles / Microgrid Technologies,CSE – Artificial Intelligence",1375,278,428,75
2023,"Mangal, Garde and Nadkarni",89fda54c-1605-42b9-a5fc-f10bec699514,Offline,"Computer Engineering – Software Engineering,Computer Science & Engineering – Data Science,Mechanical Engineering,CSE – Blockchain Technology,CSE – Artificial Intelligence",775,1181,263,147
2023,"Mahajan, Char and Buch",00b75f53-2dd5-43ae-ba3f-45894dc703ba,Online,"Computer Science & Engineering – Data Science,CSE – Artificial Intelligence & Machine Learning,CSE – Blockchain Technology,ECE – Robotics,Civil Engineering – Environmental Geotechnology",1724,1118,97,61
2023,Gupta-Grover,74573e36-811a-4c6a-8b86-f52fcbff3f02,Online,"EEE – Electric Vehicles / Microgrid Technologies,Mechanical Engineering – Robotics,CSE – Cyber Physical Systems,Mechanical Engineering – Mechatronics,ECE – Robotics",1030,222,164,73
2024,"Tella, Rana and Basu",872785df-6f62-4863-8985-1351ac627693,Online,"CSE – AI-Driven DevOps,Computer Science & Business Systems,Electrical & Electronics Engineering (EEE),Electronics & Communication Engineering (ECE),Civil Engineering",394,264,311,71
2024,"Bal, Konda and Contractor",220cbacc-e8e5-436a-96a7-244e865e7a50,Offline,"CSE – Internet of Things (IoT),CSE – Artificial Intelligence & Data Engineering,Civil Engineering – Environmental Geotechnology,Civil Engineering,Computer Science & Engineering (CSE)",586,813,413,94
2024,Gupta-Grover,79f14cc4-f3db-48ac-a2ca-095f0f2dab5b,Online,"CSE – Internet of Things (IoT),Civil Engineering – Environmental Geotechnology,Civil Engineering,Computer Science & Engineering (CSE),Computer Science & Business Systems",1576,369,288,117
2024,"Bhavsar, Taneja and Vora",1f66dd09-216b-4480-943b-ed72e16ae23f,Offline,"Mechanical Engineering – Mechatronics,Civil Engineering,Computer Engineering – Software Engineering,CSE – Cloud Technology & Information Security,Electronics & Communication Engineering (ECE)",1493,1125,278,37
2024,Gara-Dubey,df9a427d-f84b-448e-8158-42da9dde8695,Offline,"Mechanical Engineering,Civil Engineering – Environmental Geotechnology,Computer Science & Engineering (CSE),CSE – Mobile Applications & Cloud Technology,Civil Engineering",1208,635,240,112
2024,Mani-Sathe,cf19fd3f-24fa-494d-808b-182e596935ea,Offline,"Mechanical Engineering – Robotics,Computer Engineering – Software Engineering,Mechanical Engineering – Mechatronics,EEE – Electric Vehicles / Microgrid Technologies,CSE – Blockchain Technology",308,972,226,71
2024,"Misra, Bahri and Choudhury",55c6498f-903a-468c-a06a-5a65318ea582,Online,"Electrical & Electronics Engineering (EEE),CSE – Blockchain Technology,Mechanical Engineering – Robotics,Civil Engineering,Electronics & Communication Engineering (ECE)",452,136,240,57
2024,Rai-Verma,f72134a3-9bc1-4055-a7a3-917af60b33dd,Online,"CSE – Artificial Intelligence & Data Engineering,Civil Engineering – Environmental Geotechnology,CSE – Artificial Intelligence,CSE – Internet of Things (IoT),CSE – Mobile Applications & Cloud Technology",350,173,299,172
2024,Ram Inc,bc501a9d-2215-40ad-b283-45566e9975af,Online,"Computer Science & Engineering – Data Science,Civil Engineering – Construction Technology,EEE – Electric Vehicles / Microgrid Technologies,Civil Engineering – Environmental Geotechnology,Mechanical Engineering",202,1199,381,182
2024,Jani PLC,67d79982-994e-4c42-bc0f-21aa1e734849,Offline,"Computer Science & Engineering – Data Science,Mechanical Engineering – Mechatronics,CSE – Cyber Physical Systems,Mechanical Engineering – Robotics,Electrical & Electronics Engineering (EEE)",1902,534,306,142
2024,"Bhavsar, Patla and Sridhar",af009603-573c-4446-ab6f-6f96dc004ce2,Offline,"Electronics & Communication Engineering (ECE),CSE – Artificial Intelligence & Machine Learning,Mechanical Engineering – Mechatronics,ECE – VLSI Design & Technology,Mechanical Engineering – Robotics",314,614,422,120
2024,"Contractor, Dass and Bajaj",8cd5bba9-e98f-4344-9b46-312323b15578,Offline,"Civil Engineering,EEE – Electric Vehicles / Microgrid Technologies,CSE – Blockchain Technology,Mechanical Engineering – Mechatronics,Civil Engineering – Environmental Geotechnology",1516,1240,473,87
2024,"Vohra, Korpal and Badami",72f0f452-2b8d-4bbd-9124-af6d674be35e,Offline,"CSE – Artificial Intelligence & Machine Learning,Mechanical Engineering – Robotics,EEE – Electric Vehicles / Microgrid Technologies,CSE – Artificial Intelligence,Electrical & Electronics Engineering (EEE)",1030,682,212,85
2024,Bhatnagar-Rajan,925e7eb2-67da-4889-8618-359d7d464c56,Offline,"ECE – VLSI Design & Technology,CSE – Artificial Intelligence & Machine Learning,Computer Science & Engineering (CSE),CSE – Internet of Things (IoT),Electrical & Electronics Engineering (EEE)",1812,1059,339,99
2024,Narayanan Ltd,98a158dd-cf98-4292-8d9a-5e752e98af57,Offline,"CSE – Artificial Intelligence & Machine Learning,Electrical & Electronics Engineering (EEE),CSE – AI-Driven DevOps,Mechanical Engineering – Robotics,Civil Engineering – Environmental Geotechnology",1536,1382,265,174
2024,Mallick LLC,2e57dd5b-a495-4a6c-afe5-87a79c80e1fc,Offline,"Civil Engineering – Environmental Geotechnology,Computer Engineering – Software Engineering,ECE – VLSI Design & Technology,CSE – Artificial Intelligence & Machine Learning,CSE – Artificial Intelligence",1402,1328,337,79
2024,"Khosla, Venkataraman and Choudhry",4b4b15b7-f434-43d2-9dc8-cba9953f952e,Offline,"Computer Science & Engineering – Data Science,CSE – Internet of Things (IoT),Mechanical Engineering,Mechanical Engineering – Mechatronics,Civil Engineering",1680,800,392,105
2024,"Magar, Anand and Dara",c76e55af-6c95-444a-b95d-7d91b12bde5a,Offline,"Computer Science & Engineering – Data Science,ECE – VLSI Design & Technology,Mechanical Engineering – Robotics,CSE – Blockchain Technology,CSE – Mobile Applications & Cloud Technology",1295,731,269,185
2024,Seshadri Ltd,009f2b46-5edd-4d20-b372-7b759d81f48e,Online,"Computer Engineering – Software Engineering,CSE – Artificial Intelligence,Computer Science & Business Systems,Electronics & Communication Engineering (ECE),CSE – Mobile Applications & Cloud Technology",1197,660,79,181
2024,Vora-Amble,fbf8c4ee-387b-493b-8351-bdf9b476b952,Online,"Civil Engineering – Construction Technology,Computer Science & Engineering – Data Science,CSE – Artificial Intelligence,CSE – Cyber Physical Systems,ECE – VLSI Design & Technology",671,1268,82,7
2024,Chaudhry LLC,4334959f-f502-495b-b98a-2e44cdee795a,Offline,"Electronics & Communication Engineering (ECE),Mechanical Engineering,Electrical & Electronics Engineering (EEE),CSE – Cyber Physical Systems,CSE – Cloud Technology & Information Security",938,1067,484,127
2024,Korpal Inc,03de1b4b-c836-4c97-bcce-230bb3e9af64,Online,"CSE – AI-Driven DevOps,ECE – VLSI Design & Technology,Electronics & Communication Engineering (ECE),Civil Engineering – Environmental Geotechnology,EEE – Electric Vehicles / Microgrid Technologies",759,1455,314,49
2024,Narula-Thakkar,bf8eded0-7f2f-4cfd-b836-96ad5c3f9530,Offline,"Computer Science & Business Systems,Civil Engineering – Environmental Geotechnology,Computer Engineering – Software Engineering,CSE – Internet of Things (IoT),Mechanical Engineering – Mechatronics",314,236,489,91
2024,Vaidya Group,27fe9387-6db1-4d7e-bc9c-068479e51bf5,Offline,"CSE – Mobile Applications & Cloud Technology,Electrical & Electronics Engineering (EEE),CSE – Artificial Intelligence & Machine Learning,CSE – Cyber Physical Systems,Mechanical Engineering – Robotics",1638,1022,483,114
2024,Parikh Ltd,38d9b700-bb93-4bdb-80e6-a7d8307e1032,Online,"CSE – Artificial Intelligence & Machine Learning,Computer Engineering – Software Engineering,Civil Engineering,Computer Science & Engineering – Data Science,Mechanical Engineering – Robotics",743,572,403,80
2024,Sheth LLC,04f92533-2aae-403f-a455-2f3c6670a4b1,Offline,"CSE – Internet of Things (IoT),Civil Engineering – Construction Technology,ECE – VLSI Design & Technology,EEE – Electric Vehicles / Microgrid Technologies,CSE – Mobile Applications & Cloud Technology",749,1432,339,169
2024,"Naik, Hans and Seth",29c6822f-f277-4e80-b240-0fc739543439,Offline,"Computer Science & Engineering – Data Science,Electrical & Electronics Engineering (EEE),Computer Science & Business Systems,Mechanical Engineering – Robotics,CSE – AI-Driven DevOps",1092,1064,490,19
2024,"Chadha, Rau and Ratti",ab98d4e2-a211-4def-aa63-f83a0bb64750,Offline,"Civil Engineering,CSE – Artificial Intelligence,CSE – AI-Driven DevOps,Computer Engineering – Software Engineering,CSE – Cyber Physical Systems",1291,1434,327,75
2024,Goel and Sons,1b82e50f-5c82-449e-8522-dc2109e8c4bc,Offline,"Electrical & Electronics Engineering (EEE),CSE – Cloud Technology & Information Security,Computer Science & Business Systems,CSE – Blockchain Technology,Computer Science & Engineering – Data Science",541,945,82,22
2024,Garde-Bera,e1b14f39-d3fa-4cc7-800b-f5987365398a,Offline,"Computer Science & Engineering (CSE),CSE – AI-Driven DevOps,Mechanical Engineering,CSE – Cloud Technology & Information Security,Civil Engineering – Environmental Geotechnology",775,141,379,32
2024,"Balan, Nath and Tella",9ee6fff7-98fc-438d-a691-02178abb2933,Online,"CSE – Mobile Applications & Cloud Technology,CSE – Cyber Physical Systems,Computer Science & Engineering – Data Science,Electrical & Electronics Engineering (EEE),Electronics & Communication Engineering (ECE)",1567,1489,301,110
2024,Patla-Iyengar,4a9f3975-5fdf-40ef-845d-4dc756d25753,Offline,"Civil Engineering – Environmental Geotechnology,CSE – AI-Driven DevOps,EEE – Electric Vehicles / Microgrid Technologies,Computer Science & Business Systems,CSE – Mobile Applications & Cloud Technology",1148,1315,280,111
2024,Shroff Ltd,9dbf9144-e1c2-48f8-b11c-3e66ec898226,Offline,"Mechanical Engineering,CSE – Cloud Technology & Information Security,Civil Engineering – Construction Technology,Computer Science & Engineering – Data Science,Computer Science & Business Systems",372,1383,157,86
2024,"Luthra, Rege and Chokshi",87f522e7-bf93-4158-b081-fb6f64329e33,Offline,"CSE – Internet of Things (IoT),ECE – VLSI Design & Technology,CSE – Blockchain Technology,CSE – Cyber Physical Systems,EEE – Electric Vehicles / Microgrid Technologies",1502,131,336,18
2024,"Mammen, Misra and Gandhi",f36f64ed-ed63-4ede-a623-3071c82f9ec6,Online,"Civil Engineering – Environmental Geotechnology,CSE – Cloud Technology & Information Security,CSE – Artificial Intelligence & Data Engineering,CSE – Cyber Physical Systems,ECE – VLSI Design & Technology",1008,971,377,172
2024,"Bhatt, Halder and Vala",4da99130-eb0e-4cc3-9ac1-1802c21ee8ea,Online,"Mechanical Engineering,Computer Science & Engineering – Data Science,Mechanical Engineering – Mechatronics,ECE – Robotics,CSE – Internet of Things (IoT)",506,795,411,85
2024,"Cheema, Dutt and Korpal",3c527e41-6605-47bd-a97e-2100ecea1c58,Online,"CSE – Internet of Things (IoT),CSE – Mobile Applications & Cloud Technology,Computer Science & Engineering – Data Science,Mechanical Engineering – Mechatronics,CSE – Blockchain Technology",1515,186,277,125
2024,"Vohra, Ram and Shukla",470d1573-f9d3-428b-be6d-1cf5924eeec3,Offline,"CSE – Cyber Physical Systems,ECE – Robotics,CSE – Mobile Applications & Cloud Technology,CSE – Blockchain Technology,Electronics & Communication Engineering (ECE)",652,1232,324,124
2024,"Kanda, Kohli and Dora",9a5e96ca-b086-4365-b239-ab498c0777f8,Offline,"Electrical & Electronics Engineering (EEE),Civil Engineering – Environmental Geotechnology,CSE – Artificial Intelligence,CSE – Artificial Intelligence & Machine Learning,Civil Engineering – Construction Technology",542,278,239,34
2024,Sarma Ltd,c609ddf9-c956-44de-a2f6-c0649022bb93,Offline,"Mechanical Engineering,CSE – Internet of Things (IoT),Civil Engineering – Construction Technology,Electrical & Electronics Engineering (EEE),Computer Science & Business Systems",1309,200,169,40
2024,Dhillon-Hari,e34868f2-c7c3-4b3a-9d03-a2352ee0847d,Online,"Computer Engineering – Software Engineering,ECE – Robotics,Computer Science & Engineering (CSE),CSE – Mobile Applications & Cloud Technology,CSE – Artificial Intelligence & Data Engineering",1066,1120,408,171
2024,Devan-Butala,897242c6-241b-48cb-bbf5-b513c89c3d3d,Offline,"CSE – Artificial Intelligence,CSE – Cyber Physical Systems,CSE – Artificial Intelligence & Data Engineering,Electronics & Communication Engineering (ECE),Electrical & Electronics Engineering (EEE)",1359,763,221,69
2024,Vyas Ltd,4b854098-37c3-4592-97f2-14d2a9a9d308,Online,"Computer Engineering – Software Engineering,ECE – Robotics,Mechanical Engineering – Robotics,EEE – Electric Vehicles / Microgrid Technologies,Civil Engineering – Construction Technology",1668,1297,91,182
2024,Dass LLC,32606285-8b32-4005-8f3e-a2c70195207d,Offline,"CSE – Mobile Applications & Cloud Technology,ECE – VLSI Design & Technology,ECE – Robotics,Mechanical Engineering – Robotics,Computer Science & Engineering (CSE)",1456,698,356,7
2024,"De, Mall and Kothari",9a0932c6-89c7-43ee-9791-122503d04454,Online,"CSE – AI-Driven DevOps,ECE – Robotics,Computer Engineering – Software Engineering,CSE – Artificial Intelligence,CSE – Cloud Technology & Information Security",801,835,250,139
2024,Mandal-Gala,34624c70-8b27-4aa8-8c7d-cfe0edef3912,Online,"Computer Science & Engineering – Data Science,ECE – Robotics,CSE – Cyber Physical Systems,Civil Engineering,Civil Engineering – Environmental Geotechnology",676,1169,378,50
2024,Dixit PLC,00fe7b01-defe-41cc-a616-4fcf6f6ea4fd,Online,"Computer Science & Business Systems,Electrical & Electronics Engineering (EEE),CSE – Artificial Intelligence,Computer Engineering – Software Engineering,CSE – Cloud Technology & Information Security",861,237,399,9
2024,Ghose PLC,db23bd17-e260-4952-b0b6-dacd46ac6576,Online,"Computer Science & Engineering (CSE),Civil Engineering – Environmental Geotechnology,CSE – Blockchain Technology,Computer Science & Engineering – Data Science,Civil Engineering – Construction Technology",1734,994,213,100
2024,"Talwar, Rout and Sundaram",2617a4c8-aa11-41d8-8c65-b9dd9f49caae,Online,"Mechanical Engineering – Mechatronics,CSE – Cloud Technology & Information Security,EEE – Electric Vehicles / Microgrid Technologies,ECE – VLSI Design & Technology,ECE – Robotics",1655,931,171,71
2024,"Issac, Sane and Palan",0488b1af-c60f-46dc-9d76-5061c3db1583,Offline,"Computer Engineering – Software Engineering,ECE – Robotics,Computer Science & Engineering (CSE),CSE – Internet of Things (IoT),Mechanical Engineering",460,1478,484,101
2024,Grover-Patla,13a832e4-756a-4a69-a550-a3692e40d84d,Offline,"Civil Engineering,ECE – VLSI Design & Technology,CSE – AI-Driven DevOps,CSE – Internet of Things (IoT),ECE – Robotics",317,723,334,88
2024,Sridhar-Thaker,368642f3-947b-4b2b-b9d5-f102abe3b8fa,Offline,"CSE – Artificial Intelligence & Data Engineering,CSE – Cloud Technology & Information Security,CSE – Cyber Physical Systems,Electrical & Electronics Engineering (EEE),Electronics & Communication Engineering (ECE)",426,1393,175,193
2024,Virk-Sen,1c653336-4dfd-4929-971c-1e6911a45c2e,Online,"Electrical & Electronics Engineering (EEE),ECE – Robotics,CSE – AI-Driven DevOps,CSE – Blockchain Technology,CSE – Cloud Technology & Information Security",724,459,213,166
2024,Bahl Inc,cebae4e0-9ae4-4d06-b1ad-869a4a8b2f2d,Offline,"CSE – Blockchain Technology,CSE – AI-Driven DevOps,Civil Engineering,Civil Engineering – Construction Technology,Mechanical Engineering",522,115,469,101
2024,"Agrawal, Patla and Shanker",a182278f-0bdf-4508-9d66-3d10a4417cfa,Offline,"CSE – Artificial Intelligence & Machine Learning,ECE – VLSI Design & Technology,ECE – Robotics,CSE – Artificial Intelligence,Electrical & Electronics Engineering (EEE)",296,1034,158,48
2024,Kumer Group,abd51064-2518-4b31-bb2f-f8e318ba069d,Offline,"Mechanical Engineering – Robotics,Civil Engineering,CSE – Artificial Intelligence & Machine Learning,Computer Engineering – Software Engineering,Electronics & Communication Engineering (ECE)",655,950,260,110
2024,"Dewan, Wadhwa and Arya",289d9a63-1251-4516-9493-6a2b6ab32119,Offline,"Electrical & Electronics Engineering (EEE),Computer Engineering – Software Engineering,Computer Science & Business Systems,Civil Engineering – Environmental Geotechnology,Mechanical Engineering – Mechatronics",446,1062,408,175
